run_id,configuration_id,vertices,edge_multiplier,edges,rank,step_size,diffusion_bipartiteness,diffusion_volume,diffusion_runtime,approx_diffusion_bipartiteness,approx_diffusion_volume,approx_diffusion_runtime
205,21,30,2,60,3,0.1,0.011111111111111112,180,43.004064321517944,0.022222222222222223,180,0.43026137351989746
206,21,30,2,60,3,0.1,0.044444444444444446,180,62.927947998046875,0.03333333333333333,180,0.5420141220092773
207,21,30,2,60,3,0.1,0.03333333333333333,180,37.31530523300171,0.03333333333333333,180,0.45066285133361816
208,21,30,2,60,3,0.1,0.022222222222222223,180,83.43179607391357,0.03333333333333333,180,0.5528380870819092
209,21,30,2,60,3,0.1,0.011111111111111112,180,32.67647576332092,0.011111111111111112,180,1.7661664485931396
210,21,30,2,60,3,0.1,0.011111111111111112,180,50.389671087265015,0.022222222222222223,180,0.6036679744720459
211,22,30,2,60,3,0.5,0.011111111111111112,180,12.75499415397644,0.011111111111111112,180,0.37629032135009766
212,22,30,2,60,3,0.5,0.022222222222222223,180,7.560999155044556,0.03333333333333333,180,0.36847615242004395
213,22,30,2,60,3,0.5,0.022222222222222223,180,29.318833112716675,0.011111111111111112,180,0.2612113952636719
214,22,30,2,60,3,0.5,0.0,172,9.3360276222229,0.0,170,0.16982436180114746
215,22,30,2,60,3,0.5,0.022222222222222223,180,19.62034249305725,0.011111111111111112,180,0.3731715679168701
216,22,30,2,60,3,0.5,0.0,173,9.73804497718811,0.03333333333333333,180,0.37424349784851074
217,22,30,2,60,3,0.5,0.03333333333333333,180,25.863250255584717,0.03333333333333333,180,0.3687417507171631
218,22,30,2,60,3,0.5,0.011111111111111112,180,26.050604104995728,0.011111111111111112,180,0.15011382102966309
219,22,30,2,60,3,0.5,0.044444444444444446,180,16.218870401382446,0.011111111111111112,180,0.3657362461090088
220,22,30,2,60,3,0.5,0.011111111111111112,180,7.757100343704224,0.011111111111111112,180,0.13727426528930664
221,23,30,2,60,3,1,0.022222222222222223,180,15.53999662399292,0.022222222222222223,180,0.18956995010375977
222,23,30,2,60,3,1,0.022222222222222223,180,14.593501329421997,0.011111111111111112,180,0.07517313957214355
223,23,30,2,60,3,1,0.011111111111111112,180,14.961592435836792,0.011111111111111112,180,0.19531607627868652
