run_id,configuration_id,vertices,edge_multiplier,edges,rank,clique_bipartiteness,clique_volume,clique_runtime,diffusion_clique_bipartiteness,diffusion_clique_volume,diffusion_clique_runtime,random_bipartiteness,random_volume,random_runtime,diffusion_random_bipartiteness,diffusion_random_volume,diffusion_random_runtime
117,12,600,4,2400,3,0.058055555555555555,7200,31.46265482902527,0.043055555555555555,7200,38.261478424072266,0.15444444444444444,7200,156.9428186416626,0.0625,7200,189.72037053108215
118,12,600,4,2400,3,0.05361111111111111,7200,32.12571907043457,0.045,7200,38.827630281448364,0.16100751461174506,7186,160.52600383758545,0.06222222222222222,7200,194.82565593719482
119,12,600,4,2400,3,0.06166666666666667,7200,31.519428253173828,0.04722222222222222,7200,39.39588952064514,0.16416666666666666,7200,158.71217012405396,0.060833333333333336,7200,192.43827605247498
120,12,600,4,2400,3,0.05777839955232233,7148,32.11004948616028,0.042222222222222223,7200,34.99927020072937,0.16444444444444445,7200,159.37755751609802,0.05722222222222222,7200,192.46478939056396
121,13,700,2,1400,3,0.034664116662682286,4183,26.26625108718872,0.013333333333333334,4200,33.276451110839844,0.15857142857142856,4200,129.83891773223877,0.02761904761904762,4200,169.06189489364624
122,13,700,2,1400,3,0.023809523809523808,4200,25.987676858901978,0.011225220921901122,4187,33.24983549118042,0.15095238095238095,4200,129.63701105117798,0.029523809523809525,4200,164.8312692642212
123,13,700,2,1400,3,0.02,4200,26.19022035598755,0.008095238095238095,4200,32.40735363960266,0.16714285714285715,4200,130.59627890586853,0.02857142857142857,4200,167.72725796699524
124,13,700,2,1400,3,0.025524809160305344,4192,26.13836169242859,0.014761904761904763,4200,33.740922689437866,0.15331425846447305,4194,131.72613286972046,0.03333333333333333,4200,169.3187770843506
125,13,700,2,1400,3,0.0245706106870229,4192,26.334129810333252,0.01619047619047619,4200,32.73505139350891,0.15476190476190477,4200,131.53411030769348,0.028095238095238097,4200,172.00525212287903
126,13,700,2,1400,3,0.0,2,26.08634090423584,0.0,2,26.603122234344482,0.15922654571496778,4189,130.14584803581238,0.0,2,168.04871225357056
127,13,700,2,1400,3,0.03559322033898305,4130,26.1612606048584,0.017142857142857144,4200,34.028071641922,0.16238095238095238,4200,130.18421125411987,0.02857142857142857,4200,171.2144956588745
128,13,700,2,1400,3,0.024366937410415672,4186,26.14263892173767,0.014761904761904763,4200,33.90362334251404,0.15571428571428572,4200,129.56254863739014,0.030476190476190476,4200,165.63143873214722
129,13,700,2,1400,3,0.023860653781913623,4191,26.150508880615234,0.010952380952380953,4200,29.858930587768555,0.15904761904761905,4200,129.6406500339508,0.025714285714285714,4200,165.32359623908997
130,13,700,2,1400,3,0.020182604517059107,4162,25.734362602233887,0.010952380952380953,4200,30.89477229118347,0.16714285714285715,4200,129.98093223571777,0.03,4200,165.73612332344055
131,14,700,4,2800,3,0.05547619047619048,8400,49.44540977478027,0.04380952380952381,8400,58.50568246841431,0.165017288661023,8387,246.86652374267578,0.06261904761904762,8400,288.16105103492737
132,14,700,4,2800,3,0.048317823908375086,8382,49.31930708885193,0.03976190476190476,8400,57.64928650856018,0.16333333333333333,8400,248.1295120716095,0.06380952380952382,8400,288.56904435157776
133,14,700,4,2800,3,0.05642371466062269,8383,49.142603397369385,0.045714285714285714,8400,57.53771471977234,0.15833333333333333,8400,245.68815422058105,0.06261904761904762,8400,289.06672763824463
134,14,700,4,2800,3,0.05057251908396947,8384,49.171715259552,0.041666666666666664,8400,58.418867349624634,0.16333333333333333,8400,248.42864108085632,0.062142857142857146,8400,291.06146216392517
135,14,700,4,2800,3,0.05956635692161068,8394,50.05807685852051,0.047619047619047616,8400,55.49796271324158,0.15857142857142856,8400,248.52592635154724,0.05785714285714286,8400,295.6117980480194
136,14,700,4,2800,3,0.06176821983273596,8370,49.45297622680664,0.047619047619047616,8400,57.83356428146362,0.1484149855907781,8328,248.1689350605011,0.06095238095238095,8400,294.22154903411865
137,14,700,4,2800,3,0.05114449213161659,8388,50.03029227256775,0.043095238095238096,8400,58.101969718933105,0.16142857142857142,8400,248.76963305473328,0.060714285714285714,8400,290.2155613899231
138,14,700,4,2800,3,0.053999284777685064,8389,49.58796691894531,0.04261904761904762,8400,55.353893518447876,0.16595238095238096,8400,247.65036463737488,0.05976190476190476,8400,291.85743403434753
139,14,700,4,2800,3,0.056126104609505616,8374,50.7111177444458,0.045,8400,59.33322715759277,0.16095238095238096,8400,247.9865915775299,0.060714285714285714,8400,290.4058926105499
